api,operator,direction,latitude,longitude,spudyr
05-123-23981,Noble Energy Inc,Vertical,40.26307,-104.50716,2006
05-123-21175,Noble Energy Inc,Vertical,40.16919,-104.58251,2006
05-123-23653,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.15552,-104.70017,2006
05-123-22167,PDC Energy Inc,Vertical,40.451183,-104.585993,2004
05-123-30664,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.165743,-104.793145,2009
05-123-24345,Noble Energy Inc,Vertical,40.309061,-104.579451,2007
05-123-25954,Noble Energy Inc,Vertical,40.540768,-104.50318,2007
05-123-25279,Noble Energy Inc,Vertical,40.4885,-104.42054,2007
05-123-23204,Noble Energy Inc,Vertical,40.17829,-104.64486,2005
05-123-23982,Noble Energy Inc,Vertical,40.27485,-104.49152,2006
05-123-24006,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.10358,-104.87006,2006
05-123-24367,Noble Energy Inc,Vertical,40.36496,-104.51956,2006
05-123-28065,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.108613,-104.801569,2008
05-123-27280,Noble Energy Inc,Vertical,40.410183,-104.503086,2006
05-123-23168,Noble Energy Inc,Vertical,40.403218,-104.550132,2005
05-123-27308,Noble Energy Inc,Vertical,40.34494,-104.55053,2006
05-123-23248,Noble Energy Inc,Vertical,40.17628,-104.65205,2005
05-123-25282,Noble Energy Inc,Vertical,40.4229,-104.46817,2007
05-123-22968,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.11134,-104.9032,2005
05-123-24185,Noble Energy Inc,Vertical,40.52059,-104.56227,2006
05-123-29983,Noble Energy Inc,Vertical,40.42483,-104.50328,2006
05-123-23217,Noble Energy Inc,Vertical,40.176429,-104.642087,2005
05-123-23523,Noble Energy Inc,Vertical,40.484437,-104.495558,2006
05-123-24343,Noble Energy Inc,Vertical,40.37885,-104.65719,2006
05-123-23994,Noble Energy Inc,Vertical,40.1834,-104.52106,2006
05-123-23482,Noble Energy Inc,Vertical,40.51389,-104.53334,2006
05-123-23250,Noble Energy Inc,Vertical,40.17826,-104.65431,2005
05-123-25003,Noble Energy Inc,Vertical,40.34093,-104.57955,2007
05-123-24872,Noble Energy Inc,Vertical,40.34804,-104.55976,2007
05-045-10246,Caerus Piceance LLC,Vertical,39.372876,-108.072952,2004
05-123-23489,Noble Energy Inc,Vertical,40.517491,-104.56184,2006
05-123-23826,Noble Energy Inc,Vertical,40.506124,-104.567061,2006
05-123-24042,Noble Energy Inc,Vertical,40.23433,-104.54483,2006
05-123-24525,Noble Energy Inc,Vertical,40.33774,-104.55035,2007
05-123-22772,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.1151,-104.89742,2005
05-123-23544,Noble Energy Inc,Vertical,40.410284,-104.531547,2006
05-123-23865,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.06811,-104.77578,2006
05-123-23750,Noble Energy Inc,Vertical,40.50248,-104.57115,2006
05-123-23728,Noble Energy Inc,Vertical,40.178237,-104.542288,2006
05-123-22849,Noble Energy Inc,Vertical,40.45873,-104.52428,2005
05-123-19611,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.15793,-104.8224,1998
05-123-24865,Noble Energy Inc,Vertical,40.480477,-104.59493,2007
05-123-24659,Noble Energy Inc,Vertical,40.51221,-104.42732,2007
05-123-31915,Noble Energy Inc,Vertical,40.25086,-104.5374,2012
05-123-23751,Noble Energy Inc,Vertical,40.504224,-104.568578,2006
05-123-24189,Noble Energy Inc,Vertical,40.176951,-104.520808,2006
05-123-25046,Noble Energy Inc,Vertical,40.49052,-104.41779,2007
05-123-23196,Noble Energy Inc,Vertical,40.17661,-104.64698,2005
05-123-24368,Noble Energy Inc,Vertical,40.36675,-104.521942,2006
05-123-24639,Noble Energy Inc,Vertical,40.28707,-104.556128,2007
05-123-27051,Noble Energy Inc,Vertical,40.46965,-104.48148,2006
05-123-22949,Noble Energy Inc,Vertical,40.235562,-104.589071,2005
05-123-23405,Noble Energy Inc,Vertical,40.35907,-104.57815,2005
05-123-30168,Noble Energy Inc,Vertical,40.43063,-104.373859,2009
05-123-21325,Noble Energy Inc,Vertical,40.32359,-104.56037,2006
05-123-21966,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.235944,-104.777653,2006
05-123-24181,Noble Energy Inc,Vertical,40.1798,-104.5211,2006
05-123-34976,Noble Energy Inc,Vertical,40.41008,-104.56972,2012
05-123-23252,Noble Energy Inc,Vertical,40.18023,-104.65679,2005
05-123-23656,Noble Energy Inc,Vertical,40.448784,-104.510128,2006
05-123-24602,Noble Energy Inc,Vertical,40.316189,-104.663552,2007
05-123-23694,Noble Energy Inc,Vertical,40.22934,-104.59779,2006
05-123-29972,Noble Energy Inc,Vertical,40.416175,-104.444101,2006
05-123-24222,Noble Energy Inc,Vertical,40.31365,-104.4641,2007
05-123-24624,Noble Energy Inc,Vertical,40.287287,-104.560835,2007
05-123-24005,Noble Energy Inc,Vertical,40.187049,-104.511234,2006
05-123-25096,Noble Energy Inc,Vertical,40.200171,-104.560914,2007
05-123-24359,Noble Energy Inc,Vertical,40.328347,-104.473448,2007
05-123-23923,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.10598,-104.90101,2006
05-123-24445,Noble Energy Inc,Vertical,40.466577,-104.486079,2007
05-123-25187,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.202378,-104.661047,2007
05-123-24425,Noble Energy Inc,Vertical,40.356447,-104.511978,2006
05-123-24010,Noble Energy Inc,Vertical,40.337653,-104.588561,2006
05-123-24194,Noble Energy Inc,Vertical,40.29637,-104.56689,2006
05-123-29979,Noble Energy Inc,Vertical,40.43212,-104.4935,2006
05-123-23796,Noble Energy Inc,Vertical,40.272597,-104.551814,2006
05-123-27356,Noble Energy Inc,Vertical,40.34517,-104.55995,2006
05-123-23707,Noble Energy Inc,Vertical,40.28687,-104.48485,2006
05-123-23752,Noble Energy Inc,Vertical,40.502512,-104.566367,2006
05-123-24494,Noble Energy Inc,Vertical,40.49509,-104.56207,2006
05-123-29970,Noble Energy Inc,Vertical,40.42003,-104.44829,2006
05-123-23025,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.09604,-104.62324,2005
05-123-24625,Noble Energy Inc,Vertical,40.286775,-104.542167,2007
05-123-23453,Noble Energy Inc,Vertical,40.3303,-104.5036,2005
05-123-24405,Noble Energy Inc,Vertical,40.27022,-104.59076,2007
05-123-24998,Noble Energy Inc,Vertical,40.42507,-104.46582,2007
05-123-25962,Noble Energy Inc,Vertical,40.290167,-104.579616,2007
05-123-25119,Noble Energy Inc,Vertical,40.391613,-104.508652,2007
05-123-24792,Noble Energy Inc,Vertical,40.17283,-104.53991,2007
05-123-23732,Noble Energy Inc,Vertical,40.20704,-104.60728,2006
05-123-23739,Noble Energy Inc,Vertical,40.27985,-104.56063,2006
05-123-23637,PDC Energy Inc,Vertical,40.50832,-104.73692,2006
05-123-24128,Noble Energy Inc,Vertical,40.29618,-104.47816,2006
05-123-24974,Noble Energy Inc,Vertical,40.222036,-104.62024,2007
05-123-23968,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.25343,-104.8341,2006
05-123-23741,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.042389,-104.958844,2006
05-123-25078,Noble Energy Inc,Vertical,40.446928,-104.408326,2007
05-123-25178,Noble Energy Inc,Vertical,40.38483,-104.51265,2007
05-123-19614,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.21968,-104.88774,1998
05-123-23745,Noble Energy Inc,Vertical,40.28478,-104.55321,2006
05-123-25938,Noble Energy Inc,Vertical,40.428584,-104.503234,2007
05-123-23765,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.07118,-104.77986,2006
05-123-24799,Noble Energy Inc,Vertical,40.16176,-104.54041,2007
05-123-23874,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.082626,-104.717776,2006
05-123-23866,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.111179,-104.874323,2006
05-123-24797,Noble Energy Inc,Vertical,40.16595,-104.54506,2007
05-123-24387,Noble Energy Inc,Vertical,40.17128,-104.54266,2007
05-123-24933,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.158006,-104.709576,2007
05-123-23345,Noble Energy Inc,Vertical,40.38682,-104.59443,2005
05-123-23415,Noble Energy Inc,Vertical,40.44484,-104.472598,2006
05-123-25951,Noble Energy Inc,Vertical,40.441163,-104.401703,2007
05-123-24791,Noble Energy Inc,Vertical,40.16892,-104.53961,2007
05-123-23474,Noble Energy Inc,Vertical,40.458965,-104.542988,2006
05-123-27357,Noble Energy Inc,Vertical,40.323635,-104.485123,2007
05-123-23743,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.03137,-104.95959,2006
05-045-07235,WPX Energy Rocky Mountain LLC,Vertical,39.495372,-107.889839,1998
05-123-15808,Noble Energy Inc,Vertical,40.29905,-104.49146,2005
05-123-23964,Noble Energy Inc,Vertical,40.18037,-104.5921,2006
05-123-21348,Noble Energy Inc,Vertical,40.279927,-104.542523,2007
05-123-25989,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.207313,-104.706728,2007
05-123-23715,Noble Energy Inc,Vertical,40.227005,-104.554162,2006
05-123-25939,Noble Energy Inc,Vertical,40.424856,-104.498214,2007
05-123-25934,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.25714,-104.7393,2007
05-123-15811,Noble Energy Inc,Vertical,40.29638,-104.50085,2005
05-123-23062,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.18173,-104.69208,2005
05-123-25047,Noble Energy Inc,Vertical,40.48993,-104.42742,2007
05-123-27050,Noble Energy Inc,Vertical,40.466064,-104.48253,2006
05-123-23731,Noble Energy Inc,Vertical,40.204961,-104.613932,2006
05-123-23999,Noble Energy Inc,Vertical,40.40864,-104.43484,2006
05-123-24007,Noble Energy Inc,Vertical,40.18758,-104.51668,2006
05-123-23488,Noble Energy Inc,Vertical,40.44427,-104.43909,2006
05-123-24125,Noble Energy Inc,Vertical,40.30273,-104.4734,2006
05-123-24852,Noble Energy Inc,Vertical,40.341886,-104.560645,2007
05-123-24997,Noble Energy Inc,Vertical,40.42525,-104.45551,2007
05-123-23856,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.10786,-104.89813,2006
05-123-24227,Noble Energy Inc,Vertical,40.31726,-104.46408,2007
05-123-25049,Noble Energy Inc,Vertical,40.46111,-104.42751,2007
05-123-24595,Noble Energy Inc,Vertical,40.504803,-104.475271,2007
05-123-25281,Noble Energy Inc,Vertical,40.42328,-104.45841,2007
05-123-24674,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.13683,-104.72339,2007
05-123-23006,Top Operating,Vertical,40.36071,-104.68936,2005
05-123-34244,Noble Energy Inc,Vertical,40.6752,-104.00757,2011
05-123-27322,Noble Energy Inc,Vertical,40.55478,-104.58763,2006
05-123-21922,Noble Energy Inc,Vertical,40.263039,-104.482235,2007
05-123-23825,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.10371,-104.87406,2006
05-123-23927,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.107184,-104.86999,2006
05-123-25108,Noble Energy Inc,Vertical,40.431694,-104.379745,2007
05-123-27059,Noble Energy Inc,Vertical,40.316198,-104.54191,2006
05-123-24705,Noble Energy Inc,Vertical,40.352366,-104.644163,2007
05-123-23823,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.10342,-104.897503,2006
05-123-23884,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.114167,-104.870081,2006
05-123-24562,Noble Energy Inc,Vertical,40.51178,-104.46558,2006
05-123-22593,PDC Energy Inc,Vertical,40.38833,-104.578633,2005
05-123-27295,Noble Energy Inc,Vertical,40.45386,-104.39041,2007
05-123-23766,Noble Energy Inc,Vertical,40.330938,-104.597668,2006
05-123-29960,Noble Energy Inc,Vertical,40.418945,-104.440238,2006
05-123-29962,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.109165,-104.872859,2006
05-123-16200,Noble Energy Inc,Vertical,40.3396,-104.47833,2005
05-123-23616,Noble Energy Inc,Vertical,40.359546,-104.597287,2006
05-123-23851,Noble Energy Inc,Vertical,40.387193,-104.442652,2006
05-123-25267,Noble Energy Inc,Vertical,40.462942,-104.420736,2007
05-123-24485,Noble Energy Inc,Vertical,40.494973,-104.482842,2007
05-123-25220,Noble Energy Inc,Vertical,40.482829,-104.389003,2007
05-123-26025,Noble Energy Inc,Vertical,40.502812,-104.473036,2007
05-123-22901,Noble Energy Inc,Vertical,40.17624,-104.54933,2005
05-123-25114,Noble Energy Inc,Vertical,40.43906,-104.43751,2007
05-123-23402,Noble Energy Inc,Vertical,40.29376,-104.56017,2006
05-123-27281,Noble Energy Inc,Vertical,40.28706,-104.5517,2006
05-123-24903,Noble Energy Inc,Vertical,40.35447,-104.77114,2007
05-045-07090,Encana Oil & Gas Inc,Vertical,39.47365,-107.69623,1996
05-123-23549,Noble Energy Inc,Vertical,40.473071,-104.510837,2006
05-123-24129,Noble Energy Inc,Vertical,40.2941,-104.4758,2006
05-123-25615,PDC Energy Inc,Vertical,40.380608,-104.587821,2005
05-123-23086,Noble Energy Inc,Vertical,40.26504,-104.60713,2005
05-123-24863,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.114727,-104.647763,2007
05-123-29226,Noble Energy Inc,Vertical,40.30543,-104.49442,2008
05-123-32823,Noble Energy Inc,Vertical,40.35965,-104.83547,2011
05-123-23226,Noble Energy Inc,Vertical,40.35946,-104.82685,2005
05-123-22565,PDC Energy Inc,Vertical,40.359414,-104.55043,2004
05-123-23012,Noble Energy Inc,Vertical,40.26557,-104.58845,2005
05-123-24793,Noble Energy Inc,Vertical,40.17283,-104.54463,2007
05-123-25591,PDC Energy Inc,Vertical,40.38297,-104.53764,2005
05-123-23276,Noble Energy Inc,Vertical,40.49539,-104.4922,2005
05-123-29044,Bayswater Exploration & Production LLC,Vertical,40.45567,-104.48644,2008
05-123-34197,Bayswater Exploration & Production LLC,Vertical,40.55351,-104.533058,2011
05-123-24536,Noble Energy Inc,Vertical,40.54578,-104.5761,2007
05-123-22960,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.11126,-104.89778,2005
05-123-24873,Noble Energy Inc,Vertical,40.34478,-104.55573,2007
05-123-19246,Noble Energy Inc,Vertical,40.32119,-104.52004,2005
05-123-29418,Noble Energy Inc,Vertical,40.459338,-104.382772,2009
05-123-24341,Noble Energy Inc,Vertical,40.51374,-104.49589,2006
05-123-25438,Noble Energy Inc,Vertical,40.24758,-104.61626,2008
05-123-22773,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.11455,-104.90284,2005
05-123-23821,Noble Energy Inc,Vertical,40.390234,-104.448158,2006
05-123-26026,Noble Energy Inc,Vertical,40.502764,-104.47743,2007
05-123-24916,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.207068,-104.611932,2007
05-123-29469,Noble Energy Inc,Vertical,40.36008,-104.78965,2010
05-123-26519,Noble Energy Inc,Vertical,40.182058,-104.64458,2007
05-123-24217,Noble Energy Inc,Vertical,40.30198,-104.57013,2006
05-045-07870,Encana Oil & Gas Inc,Vertical,39.45086,-107.76239,2001
05-045-09501,Encana Oil & Gas Inc,Vertical,39.49502,-107.74061,2005
05-123-25115,Noble Energy Inc,Vertical,40.41752,-104.39934,2007
05-123-29250,Noble Energy Inc,Vertical,40.417118,-104.611467,2008
05-045-10666,Caerus Piceance LLC,Vertical,39.404446,-107.967221,2005
05-045-07009,Encana Oil & Gas Inc,Vertical,39.44572,-107.70729,1996
05-081-07654,SWN Production LLC,Vertical,40.501203,-107.722964,2011
05-123-27323,Noble Energy Inc,Vertical,40.32348,-104.55083,2006
05-123-29484,Noble Energy Inc,Vertical,40.513976,-104.448843,2010
05-123-27175,Bayswater Exploration & Production LLC,Vertical,40.50972,-104.56676,2008
05-045-07475,WPX Energy Rocky Mountain LLC,Vertical,39.483223,-108.13868,2000
05-123-30475,Noble Energy Inc,Vertical,40.411769,-104.396904,2009
05-123-30612,Noble Energy Inc,Vertical,40.29206,-104.515715,2010
05-123-23397,Noble Energy Inc,Vertical,40.3282,-104.50992,2005
05-123-29675,Noble Energy Inc,Vertical,40.404892,-104.382512,2009
05-123-20847,Encana Oil & Gas Inc,Vertical,40.166232,-104.912122,2002
05-123-23290,Noble Energy Inc,Vertical,40.42484,-104.52225,2005
05-123-22124,PDC Energy Inc,Vertical,40.470353,-104.679918,2004
05-045-07035,WPX Energy Rocky Mountain LLC,Vertical,39.537312,-107.904611,1995
05-123-22181,PDC Energy Inc,Vertical,40.33611,-104.576944,2004
05-123-25596,PDC Energy Inc,Vertical,40.374079,-104.521815,2004
05-123-22145,PDC Energy Inc,Vertical,40.457137,-104.732559,2004
05-123-23688,PDC Energy Inc,Vertical,40.38227,-104.59903,2006
05-123-24280,Noble Energy Inc,Vertical,40.54595,-104.57122,2006
05-123-23853,Noble Energy Inc,Vertical,40.50609,-104.57186,2006
05-123-24215,Noble Energy Inc,Vertical,40.27839,-104.69948,2006
05-123-23515,Bayswater Exploration & Production LLC,Vertical,40.45212,-104.47733,2009
05-123-22556,PDC Energy Inc,Vertical,40.359444,-104.530833,2004
05-123-24543,Noble Energy Inc,Vertical,40.53185,-104.55724,2007
05-123-27186,Noble Energy Inc,Vertical,40.270451,-104.651539,2008
05-045-08215,Caerus Piceance LLC,Vertical,39.487908,-108.175858,2002
05-123-25821,Noble Energy Inc,Vertical,40.297536,-104.701021,2008
05-045-06945,WPX Energy Rocky Mountain LLC,Vertical,39.493709,-107.89698,1997
05-123-23454,Noble Energy Inc,Vertical,40.32335,-104.50354,2006
05-123-22539,PDC Energy Inc,Vertical,40.357778,-104.5425,2005
05-045-07179,WPX Energy Rocky Mountain LLC,Vertical,39.476121,-107.8715,1997
05-123-29709,Bayswater Exploration & Production LLC,Vertical,40.509836,-104.519628,2009
05-123-33457,Noble Energy Inc,Vertical,40.68639,-103.97835,2011
05-125-10780,Omimex Petroleum Inc,Vertical,40.37635,-102.28993,2007
05-123-25766,Noble Energy Inc,Vertical,40.448212,-104.373359,2008
05-123-29781,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.192336,-104.858791,2009
05-123-29090,Noble Energy Inc,Vertical,40.517286,-104.491228,2009
05-123-25219,Noble Energy Inc,Vertical,40.497546,-104.408622,2007
05-123-29037,Noble Energy Inc,Vertical,40.282985,-104.551019,2008
05-123-22830,PDC Energy Inc,Vertical,40.279167,-104.825,2005
05-123-22220,Noble Energy Inc,Vertical,40.361711,-104.866731,2005
05-123-29885,Noble Energy Inc,Vertical,40.287348,-104.714903,2010
05-045-10842,Caerus Piceance LLC,Vertical,39.47542,-108.16486,2005
05-123-24191,Noble Energy Inc,Vertical,40.29463,-104.56984,2006
05-123-23690,PDC Energy Inc,Vertical,40.36651,-104.50229,2007
05-123-24353,Noble Energy Inc,Vertical,40.1999,-104.62182,2006
05-123-25506,Noble Energy Inc,Vertical,40.330249,-104.564306,2008
05-045-07113,WPX Energy Rocky Mountain LLC,Vertical,39.472127,-108.09221,1997
05-123-22892,Noble Energy Inc,Vertical,40.33027,-104.61714,2006
05-123-22134,PDC Energy Inc,Vertical,40.487778,-104.675833,2004
05-123-28161,Noble Energy Inc,Vertical,40.326516,-104.522606,2008
05-123-26999,Noble Energy Inc,Vertical,40.48261,-104.503071,2010
05-123-23426,PDC Energy Inc,Vertical,40.206944,-104.796667,2005
05-123-22594,PDC Energy Inc,Vertical,40.250833,-104.57,2005
05-045-07440,WPX Energy Rocky Mountain LLC,Vertical,39.432856,-108.074748,2000
05-123-26528,Noble Energy Inc,Vertical,40.250496,-104.607081,2007
05-123-24126,Noble Energy Inc,Vertical,40.29911,-104.47341,2006
05-123-19551,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.16276,-104.67539,1998
05-123-24339,Noble Energy Inc,Vertical,40.50971,-104.49109,2006
05-123-25878,Noble Energy Inc,Vertical,40.38592,-104.847,2010
05-123-32260,Noble Energy Inc,Vertical,40.48645,-104.456433,2010
05-123-29598,Noble Energy Inc,Vertical,40.527912,-104.557804,2009
05-123-29261,Noble Energy Inc,Vertical,40.490458,-104.445981,2009
05-123-29852,Noble Energy Inc,Vertical,40.300646,-104.796562,2009
05-123-29853,Noble Energy Inc,Vertical,40.297491,-104.806489,2009
05-123-29348,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.225203,-104.782187,2008
05-123-24008,Noble Energy Inc,Vertical,40.21663,-104.52991,2006
05-123-30750,Noble Energy Inc,Vertical,40.2217,-104.54708,2010
05-123-31914,Noble Energy Inc,Vertical,40.172753,-104.610428,2011
05-123-29718,Bayswater Exploration & Production LLC,Vertical,40.498675,-104.538553,2009
05-123-30171,Noble Energy Inc,Vertical,40.430062,-104.359172,2009
05-123-30768,Noble Energy Inc,Vertical,40.22974,-104.54739,2010
05-123-29691,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.114863,-104.708706,2009
05-045-07319,WPX Energy Rocky Mountain LLC,Vertical,39.465514,-108.100722,1998
05-123-26567,Noble Energy Inc,Vertical,40.280307,-104.532286,2007
05-123-29059,Noble Energy Inc,Vertical,40.229202,-104.532629,2009
05-123-29245,Noble Energy Inc,Vertical,40.492347,-104.415792,2009
05-123-30881,Noble Energy Inc,Vertical,40.22935,-104.55623,2010
05-123-29227,Noble Energy Inc,Vertical,40.291294,-104.710532,2009
05-123-30000,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.203104,-104.70679,2009
05-123-29480,Noble Energy Inc,Vertical,40.521224,-104.448838,2010
05-123-23780,Noble Energy Inc,Vertical,40.301439,-104.503672,2006
05-123-29855,Noble Energy Inc,Vertical,40.287051,-104.720249,2009
05-123-31841,Noble Energy Inc,Vertical,40.521147,-104.468125,2010
05-123-29785,Noble Energy Inc,Vertical,40.420235,-104.60618,2008
05-123-23066,PDC Energy Inc,Vertical,40.251207,-104.57954,2005
05-123-29405,Noble Energy Inc,Vertical,40.516436,-104.575912,2009
05-123-32357,Noble Energy Inc,Vertical,40.490088,-104.456332,2010
05-123-30128,Noble Energy Inc,Vertical,40.418932,-104.377987,2009
05-123-29303,Noble Energy Inc,Vertical,40.221708,-104.537386,2009
05-123-29494,Noble Energy Inc,Vertical,40.477478,-104.406344,2009
05-123-29255,Noble Energy Inc,Vertical,40.492118,-104.434648,2009
05-123-28011,Noble Energy Inc,Vertical,40.298144,-104.70639,2008
05-123-24796,Noble Energy Inc,Vertical,40.16541,-104.54039,2007
05-123-23329,Noble Energy Inc,Vertical,40.47597,-104.78571,2005
05-123-29497,Noble Energy Inc,Vertical,40.510355,-104.448843,2010
05-123-29491,Noble Energy Inc,Vertical,40.473599,-104.401575,2009
05-123-28197,Noble Energy Inc,Vertical,40.257971,-104.532561,2009
05-123-29483,Noble Energy Inc,Vertical,40.517153,-104.443456,2010
05-123-23068,PDC Energy Inc,Vertical,40.344931,-104.540629,2005
05-123-25510,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.20733,-104.6773,2008
05-123-26040,Noble Energy Inc,Vertical,40.295361,-104.43925,2007
05-123-25436,Noble Energy Inc,Vertical,40.283823,-104.556321,2008
05-123-31240,Extraction Oil & Gas LLC,Vertical,40.26704,-105.03902,2010
05-123-28031,Noble Energy Inc,Vertical,40.369915,-104.591964,2009
05-123-29528,Noble Energy Inc,Vertical,40.437518,-104.401704,2009
05-123-28032,Noble Energy Inc,Vertical,40.369975,-104.587964,2009
05-123-30732,Noble Energy Inc,Vertical,40.22963,-104.53656,2010
05-123-29275,Noble Energy Inc,Vertical,40.229056,-104.564898,2009
05-123-29120,Noble Energy Inc,Vertical,40.247437,-104.541451,2009
05-123-29488,Noble Energy Inc,Vertical,40.470211,-104.39719,2009
05-081-07656,Quicksilver Resources Inc,Vertical,40.461786,-107.727072,2011
05-123-29422,Noble Energy Inc,Vertical,40.516415,-104.571668,2009
05-123-29681,Noble Energy Inc,Vertical,40.330724,-104.53705,2009
05-123-25498,Noble Energy Inc,Vertical,40.29837,-104.540976,2008
05-123-27008,Noble Energy Inc,Vertical,40.5032,-104.401655,2008
05-123-26535,Noble Energy Inc,Vertical,40.401437,-104.42034,2008
05-123-29100,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.130869,-104.645467,2009
05-123-30878,Noble Energy Inc,Vertical,40.2222,-104.565535,2010
05-123-31160,Noble Energy Inc,Vertical,40.57516,-104.61276,2010
05-123-29470,Bayswater Exploration & Production LLC,Vertical,40.506125,-104.538511,2009
05-123-30552,Noble Energy Inc,Vertical,40.56046,-104.552145,2010
05-123-25577,Noble Energy Inc,Vertical,40.284387,-104.537553,2009
05-123-28123,Noble Energy Inc,Vertical,40.304941,-104.787457,2009
05-123-25634,Noble Energy Inc,Vertical,40.308768,-104.554946,2008
05-123-29825,Noble Energy Inc,Vertical,40.283482,-104.729428,2009
05-123-29423,Noble Energy Inc,Vertical,40.516457,-104.566909,2008
05-123-25441,Noble Energy Inc,Vertical,40.29813,-104.513558,2008
05-123-23291,Noble Energy Inc,Vertical,40.42291,-104.51924,2005
05-123-28122,Noble Energy Inc,Vertical,40.304933,-104.783266,2009
05-123-29246,Noble Energy Inc,Vertical,40.492158,-104.425514,2009
05-123-29432,Noble Energy Inc,Vertical,40.323288,-104.513294,2009
05-123-29570,Noble Energy Inc,Vertical,40.480022,-104.566305,2008
05-123-31940,Noble Energy Inc,Vertical,40.58006,-104.829846,2010
05-045-07175,WPX Energy Rocky Mountain LLC,Vertical,39.482029,-107.997539,1997
05-123-28147,Bayswater Exploration & Production LLC,Vertical,40.5197,-104.521872,2010
05-123-32115,Noble Energy Inc,Vertical,40.57849,-104.594641,2010
05-123-29515,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.182105,-104.673272,2008
05-123-29131,Noble Energy Inc,Vertical,40.253904,-104.522633,2009
05-123-28003,Noble Energy Inc,Vertical,40.280031,-104.551198,2008
05-123-30153,Noble Energy Inc,Vertical,40.418861,-104.391827,2009
05-123-30472,Noble Energy Inc,Vertical,40.426973,-104.377732,2009
05-123-28057,Noble Energy Inc,Vertical,40.351701,-104.592762,2009
05-123-27056,Noble Energy Inc,Vertical,40.31607,-104.53132,2006
05-123-29638,Noble Energy Inc,Vertical,40.307788,-104.778302,2009
05-123-29891,Noble Energy Inc,Vertical,40.35183,-104.673311,2010
05-123-31066,Noble Energy Inc,Vertical,40.58217,-104.5523,2010
05-123-24381,Noble Energy Inc,Vertical,40.323638,-104.625544,2006
05-123-25731,Noble Energy Inc,Vertical,40.399145,-104.55501,2008
05-123-26107,Noble Energy Inc,Vertical,40.36096,-104.40618,2009
05-123-29258,Noble Energy Inc,Vertical,40.48496,-104.434875,2008
05-123-29421,Noble Energy Inc,Vertical,40.452,-104.38276,2009
05-123-26892,Noble Energy Inc,Vertical,40.455575,-104.353373,2008
05-123-27022,Noble Energy Inc,Vertical,40.239716,-104.555887,2008
05-123-29492,Noble Energy Inc,Vertical,40.473711,-104.411406,2009
05-123-24969,Noble Energy Inc,Vertical,40.272246,-104.588447,2007
05-123-29495,Noble Energy Inc,Vertical,40.51039,-104.44408,2010
05-123-26943,Noble Energy Inc,Vertical,40.258047,-104.499807,2008
05-123-29206,Noble Energy Inc,Vertical,40.293051,-104.777949,2009
05-123-30837,Noble Energy Inc,Vertical,40.219374,-104.582736,2010
05-123-25587,Kerr-McGee Oil & Gas Onshore LP,Vertical,40.264322,-105.001046,2008
05-123-29000,Noble Energy Inc,Vertical,40.330558,-104.523087,2008
05-123-30501,Noble Energy Inc,Vertical,40.2123,-104.60532,2010
05-123-29944,Noble Energy Inc,Vertical,40.280033,-104.711074,2010
05-123-29433,Noble Energy Inc,Vertical,40.283936,-104.522855,2009
