api,operator,status,direction,depth_ft,spudyr,latitude,longitude
30-039-30250,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8056,2007,36.7290878,-107.6161957
30-039-30257,CONOCOPHILLIPS Company,Active,Horizontal,7308,2007,36.605587,-107.5192947
30-039-30262,CONOCOPHILLIPS Company,Active,Horizontal,4948,2007,36.64925,-107.5632324
30-039-30263,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8365,2007,36.6440735,-107.3425064
30-039-30266,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8490,2008,36.5780067,-107.2494965
30-039-30269,CONOCOPHILLIPS Company,Active,Horizontal,7761,2007,36.671093,-107.5547409
30-039-30270,CONOCOPHILLIPS Company,Active,Horizontal,7150,2007,36.6358604,-107.5727005
30-039-30272,Americo Energy Resources LLC,Active,Horizontal,6591,2007,36.25438,-106.92517
30-039-30273,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7960,2008,36.5839081,-107.2770767
30-039-30275,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8531,2008,36.5245705,-107.2965698
30-039-30276,CONOCOPHILLIPS Company,Active,Horizontal,7954,2007,36.6493607,-107.5633545
30-039-30278,Black Hills Gas Resources Inc,Active,Horizontal,13019,2011,36.7864799,-107.1864471
30-039-30281,Southland Royalty Company LLC,Active,Horizontal,3829,2008,36.835453,-107.2965698
30-039-30285,CONOCOPHILLIPS Company,Active,Horizontal,7170,2007,36.6356544,-107.5726166
30-039-30288,CONOCOPHILLIPS Company,Active,Horizontal,7979,2007,36.649456,-107.5634613
30-039-30289,CONOCOPHILLIPS Company,Active,Horizontal,7950,2007,36.6495667,-107.5635757
30-039-30291,Southland Royalty Company LLC,Active,Horizontal,8999,2011,36.9675713,-107.2662506
30-039-30292,Southland Royalty Company LLC,Active,Horizontal,4011,2008,36.8363571,-107.2871552
30-039-30298,CONOCOPHILLIPS Company,Active,Horizontal,7959,2008,36.8501778,-107.4957657
30-039-30299,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7837,2008,36.5913582,-107.3794098
30-039-30308,Devon Energy Production Company,Active,Horizontal,3336,2007,36.8419037,-107.5629578
30-039-30311,CONOCOPHILLIPS Company,Active,Horizontal,7750,2008,36.8402748,-107.5113983
30-039-30316,Black Hills Gas Resources Inc,Plugged and Abandoned,Horizontal,3825,2007,36.8525085,-107.1797562
30-039-30337,Southland Royalty Company LLC,Active,Horizontal,6414,2008,36.9526405,-107.4371338
30-039-30348,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7873,2008,36.5855827,-107.3788376
30-039-30360,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7714,2008,36.6070557,-107.4024963
30-039-30362,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8809,2011,36.6355,-107.25075
30-039-30366,CONOCOPHILLIPS Company,Active,Horizontal,8001,2008,36.8039818,-107.3457642
30-039-30374,CONOCOPHILLIPS Company,Active,Horizontal,8013,2008,36.8306732,-107.3427505
30-039-30375,CONOCOPHILLIPS Company,Active,Horizontal,7259,2007,36.6146545,-107.5838165
30-039-30376,CONOCOPHILLIPS Company,Active,Horizontal,7443,2007,36.6433144,-107.5190125
30-039-30377,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8772,2008,36.62583,-107.26783
30-039-30378,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8757,2008,36.64384,-107.29375
30-039-30385,CONOCOPHILLIPS Company,Active,Horizontal,6134,2008,36.7464485,-107.5042343
30-039-30420,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8438,2008,36.5470047,-107.2438583
30-039-30428,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8148,2008,36.6772728,-107.5443497
30-039-30435,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8439,2008,36.5331764,-107.2435379
30-039-30436,Four Star Oil & Gas Company,Active,Horizontal,7248,2008,36.44629,-107.44187
30-039-30441,WPX Energy Production LLC,Active,Horizontal,3701,2008,36.8613739,-107.2540588
30-039-30446,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8291,2008,36.6645088,-107.3345261
30-039-30448,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7902,2008,36.6798515,-107.554451
30-039-30449,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8520,2011,36.5583191,-107.2202148
30-039-30450,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8190,2008,36.5706482,-107.2261658
30-039-30452,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8812,2011,36.62796,-107.25332
30-039-30465,Southland Royalty Company LLC,Active,Horizontal,3743,2009,36.9901009,-107.263916
30-039-30466,Southland Royalty Company LLC,Active,Horizontal,4246,2008,36.9672546,-107.2659607
30-039-30467,Southland Royalty Company LLC,Active,Horizontal,4274,2009,36.9816132,-107.2807617
30-039-30468,Southland Royalty Company LLC,Active,Horizontal,4091,2008,36.9930382,-107.353981
30-039-30469,Southland Royalty Company LLC,Active,Horizontal,3760,2009,36.9733391,-107.3421707
30-039-30471,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8467,2008,36.5407982,-107.231842
30-039-30472,Southland Royalty Company LLC,Active,Horizontal,4222,2009,36.9811783,-107.2761383
30-039-30473,Southland Royalty Company LLC,Active,Horizontal,4201,2008,36.9748535,-107.2650909
30-039-30475,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6588,2008,36.5943413,-107.2533798
30-039-30476,CONOCOPHILLIPS Company,Active,Horizontal,7842,2008,36.8383904,-107.4777832
30-039-30482,Southland Royalty Company LLC,Active,Horizontal,6706,2009,36.9700127,-107.3470612
30-039-30483,Southland Royalty Company LLC,Active,Horizontal,4142,2009,36.980999,-107.2929382
30-039-30484,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8162,2009,36.5854416,-107.2303848
30-039-30486,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8746,2009,36.5760231,-107.2221069
30-039-30488,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8447,2008,36.5484657,-107.2780151
30-039-30490,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8594,2008,36.6352081,-107.3247528
30-039-30495,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8500,2008,36.59095,-107.3418198
30-039-30497,CONOCOPHILLIPS Company,Active,Horizontal,7644,2008,36.7269478,-107.5067596
30-039-30503,WPX Energy Production LLC,Active,Horizontal,6163,2011,36.8516808,-107.2907028
30-039-30504,Devon Energy Production Company,Active,Horizontal,6550,2008,36.8506622,-107.519516
30-039-30506,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8010,2009,36.7063522,-107.5248337
30-039-30509,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7626,2009,36.6920738,-107.5363541
30-039-30516,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8142,2009,36.7089958,-107.5552063
30-039-30518,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8545,2008,36.5886841,-107.4089203
30-039-30528,Southland Royalty Company LLC,Active,Horizontal,3966,2009,36.9459305,-107.2845612
30-039-30531,Devon Energy Production Company,Active,Horizontal,5472,2008,36.8414688,-107.5411377
30-039-30533,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7553,2011,36.4571,-107.47679
30-039-30534,Southland Royalty Company LLC,Active,Horizontal,4698,2008,36.9636536,-107.4311523
30-039-30544,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7430,2008,36.4536,-107.43211
30-039-30545,Burlingtong Resources Oil & Gas Company LP,Plugged and Abandoned,Horizontal,99999,2008,36.6037178,-107.3935471
30-039-30546,Southland Royalty Company LLC,Active,Horizontal,2928,2008,36.9589539,-107.4368057
30-039-30550,Southland Royalty Company LLC,Active,Horizontal,4091,2008,36.9472427,-107.2654877
30-039-30552,Southland Royalty Company LLC,Active,Horizontal,3479,2008,36.9386024,-107.372879
30-039-30553,Southland Royalty Company LLC,Active,Horizontal,9375,2010,36.9632874,-107.4152222
30-039-30555,Southland Royalty Company LLC,Active,Horizontal,9633,2010,36.770771,-107.2302017
30-039-30556,WPX Energy Production LLC,Active,Horizontal,3732,2008,36.9170952,-107.365799
30-039-30558,Southland Royalty Company LLC,Active,Horizontal,2963,2009,36.9637756,-107.4313736
30-039-30561,McElvain Energy Inc,Active,Horizontal,6285,2009,36.4135246,-107.0183868
30-039-30562,McElvain Energy Inc,Active,Horizontal,6461,2010,36.4134598,-107.0184174
30-039-30571,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8314,2011,36.6209869,-107.307045
30-039-30582,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7546,2009,36.7163429,-107.5259247
30-039-30583,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8044,2010,36.6138382,-107.4835968
30-039-30586,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7772,2009,36.5926552,-107.4287415
30-039-30591,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8467,2011,36.585865,-107.2910919
30-039-30598,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7624,2009,36.7694168,-107.5875702
30-039-30602,Southland Royalty Company LLC,Active,Horizontal,5800,2010,36.9531479,-107.2901993
30-039-30605,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8846,2011,36.535923,-107.2310486
30-039-30606,Southland Royalty Company LLC,Active,Horizontal,7509,2009,36.9815369,-107.3012848
30-039-30616,Southland Royalty Company LLC,Active,Horizontal,2864,2009,36.9668465,-107.4051971
30-039-30625,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7987,2011,36.8319626,-107.4568253
30-039-30628,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7709,2009,36.7427483,-107.5168533
30-039-30630,CONOCOPHILLIPS Company,Active,Horizontal,8343,2009,36.7848015,-107.3713074
30-039-30631,CONOCOPHILLIPS Company,Active,Horizontal,7662,2010,36.5553246,-107.5922165
30-039-30634,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6315,2012,36.6371269,-107.4041519
30-039-30655,Energen Resources Corp,Active,Horizontal,8218,2011,36.49891,-107.1886
30-039-30656,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,5702,2013,36.6010666,-107.5105667
30-039-30657,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7888,2009,36.6088791,-107.4595261
30-039-30664,CONOCOPHILLIPS Company,Active,Horizontal,8432,2010,36.6997795,-107.516243
30-039-30668,CONOCOPHILLIPS Company,Active,Horizontal,7909,2009,36.859787,-107.4785156
30-039-30669,CONOCOPHILLIPS Company,Active,Horizontal,7764,2010,36.4836,-107.48917
30-039-30670,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7767,2009,36.6659851,-107.4451523
30-039-30674,Southland Royalty Company LLC,Active,Horizontal,3693,2009,36.9404602,-107.3192062
30-039-30685,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8557,2010,36.7805519,-107.5550308
30-039-30687,CONOCOPHILLIPS Company,Active,Horizontal,7839,2009,36.6509361,-107.6175003
30-039-30692,WPX Energy Production LLC,Active,Horizontal,8113,2009,36.918808,-107.383461
30-039-30693,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8031,2010,36.6649284,-107.4659424
30-039-30697,CONOCOPHILLIPS Company,Active,Horizontal,7953,2009,36.8081818,-107.3954086
30-039-30698,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7544,2009,36.7096596,-107.5416183
30-039-30701,Southland Royalty Company LLC,Active,Horizontal,4829,2010,36.9530907,-107.289856
30-039-30706,CONOCOPHILLIPS Company,Active,Horizontal,7750,2009,36.7281837,-107.490715
30-039-30709,CONOCOPHILLIPS Company,Active,Horizontal,7198,2009,36.6181602,-107.6217957
30-039-30711,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8290,2011,36.664238,-107.4688416
30-039-30712,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8228,2009,36.7561951,-107.5533752
30-039-30713,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8160,2009,36.7560997,-107.5537186
30-039-30714,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7896,2009,36.6586266,-107.4944763
30-039-30715,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7703,2009,36.6011086,-107.4145813
30-039-30720,CONOCOPHILLIPS Company,Active,Horizontal,8731,2009,36.7706375,-107.3103867
30-039-30723,WPX Energy Production LLC,Active,Horizontal,7980,2009,36.9161072,-107.4154968
30-039-30724,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7902,2009,36.781498,-107.4591064
30-039-30726,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8151,2010,36.6737633,-107.4519958
30-039-30742,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7759,2009,36.6438828,-107.4773788
30-039-30744,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8571,2010,36.7781525,-107.4926758
30-039-30746,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7749,2010,36.7716408,-107.5542221
30-039-30748,CONOCOPHILLIPS Company,Active,Horizontal,8280,2010,36.6925735,-107.507637
30-039-30749,WPX Energy Production LLC,Active,Horizontal,8062,2009,36.8952217,-107.4367371
30-039-30751,CONOCOPHILLIPS Company,Active,Horizontal,8124,2009,36.7888756,-107.3410873
30-039-30755,WPX Energy Production LLC,Active,Horizontal,8066,2009,36.9280396,-107.4470901
30-039-30756,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8245,2010,36.7710724,-107.5345306
30-039-30758,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7709,2009,36.6288414,-107.4962845
30-039-30759,CONOCOPHILLIPS Company,Active,Horizontal,7636,2013,36.5444679,-107.6005783
30-039-30762,CONOCOPHILLIPS Company,Active,Horizontal,7586,2009,36.5867271,-107.6191711
30-039-30763,WPX Energy Production LLC,Active,Horizontal,8137,2009,36.9322662,-107.4185867
30-039-30770,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7445,2012,36.44381,-107.45309
30-039-30773,CONOCOPHILLIPS Company,Active,Horizontal,7602,2010,36.5459671,-107.5956879
30-039-30774,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7786,2010,36.6436996,-107.4875946
30-039-30775,WPX Energy Production LLC,Active,Horizontal,7974,2009,36.9338493,-107.448204
30-039-30776,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7958,2011,36.816124,-107.4343491
30-039-30777,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8470,2010,36.7641144,-107.5432434
30-039-30779,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7721,2010,36.7720337,-107.5550766
30-039-30780,WPX Energy Production LLC,Active,Horizontal,7933,2009,36.873806,-107.4258118
30-039-30781,WPX Energy Production LLC,Active,Horizontal,7944,2009,36.8833084,-107.4208908
30-039-30783,WPX Energy Production LLC,Active,Horizontal,8347,2009,36.9424706,-107.4384384
30-039-30788,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7888,2010,36.7886124,-107.5261383
30-039-30790,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7933,2009,36.6582642,-107.4582291
30-039-30795,WPX Energy Production LLC,Active,Horizontal,8282,2009,36.903553,-107.4437027
30-039-30798,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8951,2010,36.6042862,-107.3058701
30-039-30818,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7550,2010,36.7077713,-107.5375061
30-039-30819,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8266,2010,36.6146317,-107.3268204
30-039-30821,Southland Royalty Company LLC,Active,Horizontal,7037,2010,36.9995117,-107.2683716
30-039-30822,Southland Royalty Company LLC,Active,Horizontal,9382,2010,36.9873047,-107.3664627
30-039-30823,Southland Royalty Company LLC,Active,Horizontal,10034,2010,36.9531593,-107.2900085
30-039-30824,Southland Royalty Company LLC,Active,Horizontal,7530,2010,36.9872284,-107.3668823
30-039-30825,Southland Royalty Company LLC,Active,Horizontal,7035,2010,36.9927483,-107.3058395
30-039-30826,Southland Royalty Company LLC,Active,Horizontal,9161,2010,36.9928551,-107.3063507
30-039-30834,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8020,2010,36.8092384,-107.4106674
30-039-30836,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8055,2010,36.7838173,-107.5318451
30-039-30838,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7642,2010,36.784935,-107.6109161
30-039-30840,Southland Royalty Company LLC,Active,Horizontal,6530,2010,36.9989738,-107.2516403
30-039-30842,Southland Royalty Company LLC,Active,Horizontal,8680,2011,36.97509,-107.3167114
30-039-30866,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7543,2010,36.7141685,-107.5374832
30-039-30868,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8440,2011,36.7590675,-107.5168686
30-039-30871,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7970,2010,36.7971458,-107.4104233
30-039-30873,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7919,2010,36.8339958,-107.4237823
30-039-30882,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7579,2011,36.431633,-107.4230804
30-039-30887,CONOCOPHILLIPS Company,Active,Horizontal,7321,2010,36.6131859,-107.6169128
30-039-30892,CONOCOPHILLIPS Company,Active,Horizontal,8146,2010,36.8080482,-107.3955231
30-039-30895,CONOCOPHILLIPS Company,Active,Horizontal,8215,2011,36.7716408,-107.3856125
30-039-30900,CONOCOPHILLIPS Company,Active,Horizontal,8101,2010,36.8323021,-107.3692703
30-039-30905,Southland Royalty Company LLC,Active,Horizontal,9050,2011,36.9691849,-107.2845001
30-039-30912,WPX Energy Production LLC,Active,Horizontal,4980,2011,36.8582687,-107.3079529
30-039-30915,WPX Energy Production LLC,Active,Horizontal,6258,2011,36.8579178,-107.2849503
30-039-30920,CONOCOPHILLIPS Company,Active,Horizontal,8257,2010,36.7932396,-107.3662415
30-039-30921,CONOCOPHILLIPS Company,Active,Horizontal,8240,2010,36.7927132,-107.339653
30-039-30922,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8502,2011,36.7787704,-107.5466156
30-039-30923,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,3216,2010,36.7689819,-107.6057281
30-039-30925,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7352,2012,36.47743,-107.48687
30-039-30926,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8634,2011,36.5328903,-107.2067795
30-039-30939,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7559,2012,36.4772,-107.49729
30-039-30942,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7730,2011,36.44677,-107.47649
30-039-30944,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8599,2010,36.7804718,-107.5546417
30-039-30950,Southland Royalty Company LLC,Active,Horizontal,7815,2011,36.9778976,-107.2005768
30-039-30951,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7388,2011,36.412117,-107.450882
30-039-30953,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7535,2012,36.45755,-107.47858
30-039-30956,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8125,2011,36.8036308,-107.4452515
30-039-30957,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8555,2010,36.7785492,-107.5693665
30-039-30958,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7969,2011,36.8108101,-107.4282913
30-039-30961,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8158,2011,36.6996536,-107.527977
30-039-30962,Southland Royalty Company LLC,Active,Horizontal,5890,2011,36.9892502,-107.2393723
30-039-30969,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8331,2011,36.6935463,-107.5174408
30-039-30970,WPX Energy Production LLC,Active,Horizontal,99999,2010,36.8883743,-107.443573
30-039-30996,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8573,2011,36.7791252,-107.4983139
30-039-30998,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8001,2011,36.51877,-107.32422
30-039-31000,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8280,2011,36.7318306,-107.5923843
30-039-31001,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7830,2011,36.7948456,-107.5207291
30-039-31006,Southland Royalty Company LLC,Active,Horizontal,4792,2011,36.8163147,-107.2726898
30-039-31017,CONOCOPHILLIPS Company,Active,Horizontal,8776,2011,36.7744484,-107.3436737
30-039-31020,Red Willow Production Company,Active,Horizontal,99999,2011,36.9988708,-107.2526474
30-039-31029,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7187,2012,36.4765549,-107.5841751
30-039-31038,Energen Resources Corp,Active,Horizontal,8224,2011,36.50194,-107.27128
30-039-31039,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8663,2011,36.5317421,-107.1994858
30-039-31047,WPX Energy Production LLC,Active,Horizontal,8219,2011,36.9179344,-107.4336395
30-039-31056,Southland Royalty Company LLC,Active,Horizontal,8063,2011,36.9533806,-107.2304993
30-039-31059,Southland Royalty Company LLC,Active,Horizontal,7692,2011,36.9996567,-107.2687149
30-039-31074,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8038,2012,36.6215401,-107.3607635
30-039-31080,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7839,2012,36.749649,-107.5725555
30-039-31082,CONOCOPHILLIPS Company,Active,Horizontal,99999,2011,36.6704826,-107.5308456
30-039-31090,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7970,2012,36.5763741,-107.4421692
30-039-31092,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7918,2013,36.7890968,-107.5104675
30-039-31093,CONOCOPHILLIPS Company,Active,Horizontal,7712,2012,36.5487213,-107.5654602
30-039-31095,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7803,2012,36.7272911,-107.5694427
30-039-31102,CONOCOPHILLIPS Company,Active,Horizontal,8557,2012,36.7851791,-107.323082
30-039-31105,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8415,2012,36.5562897,-107.2602615
30-039-31116,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7630,2012,36.7218285,-107.5531158
30-039-31119,Thompson Engineering & Production Company,Active,Horizontal,11601,2012,36.4360847,-107.0468674
30-039-31126,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7721,2012,36.728611,-107.5606232
30-039-31134,ENCANA Oil & Gas Inc,Active,Horizontal,9999,2012,36.273716,-107.5200653
30-039-31137,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,7338,2012,36.43991,-107.42075
30-039-31140,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6909,2012,36.5266342,-107.6138
30-039-31145,CONOCOPHILLIPS Company,Active,Horizontal,7708,2013,36.5679207,-107.5935898
30-039-31146,CONOCOPHILLIPS Company,Active,Horizontal,7698,2012,36.5684891,-107.6131134
30-039-31148,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.2861214,-107.5524063
30-039-31151,Huntington Energy LLC,Active,Horizontal,10798,2013,36.3513298,-107.5719528
30-039-31154,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,6011,2013,36.7019424,-107.5981598
30-039-31161,Burlingtong Resources Oil & Gas Company LP,Active,Horizontal,8393,2013,36.754715,-107.5388489
30-039-31173,WPX Energy Production LLC,Active,Horizontal,10405,2013,36.2428131,-107.5352173
30-039-31174,Enervest Operating LLC,Active,Horizontal,7695,2013,36.48333,-107.38635
30-039-31175,Enervest Operating LLC,Active,Horizontal,8124,2013,36.51479,-107.24659
30-039-31189,ENCANA Oil & Gas Inc,Active,Horizontal,99999,2013,36.3147087,-107.5356903
30-039-31190,WPX Energy Production LLC,Active,Horizontal,10590,2013,36.2510986,-107.5171738
30-039-31191,WPX Energy Production LLC,Active,Horizontal,11573,2014,36.2376518,-107.5178757
30-039-31192,WPX Energy Production LLC,Active,Horizontal,10518,2013,36.2225761,-107.5358505
30-039-31197,WPX Energy Production LLC,Active,Horizontal,10370,2014,36.2226448,-107.5357513
30-039-31200,WPX Energy Production LLC,Active,Horizontal,10464,2013,36.2511292,-107.5172424
30-039-31201,WPX Energy Production LLC,Active,Horizontal,11099,2014,36.2233315,-107.5694199
30-039-31202,WPX Energy Production LLC,Active,Horizontal,11125,2014,36.2233887,-107.5694275
30-039-31203,Thompson Engineering & Production Company,Active,Horizontal,11328,2014,36.3946266,-107.0182343
30-039-31204,WPX Energy Production LLC,Active,Horizontal,10539,2013,36.2511673,-107.5174255
30-039-31207,WPX Energy Production LLC,Active,Horizontal,10793,2014,36.2293549,-107.534317
30-039-31208,WPX Energy Production LLC,Active,Horizontal,11536,2014,36.2229919,-107.5195847
30-039-31211,WPX Energy Production LLC,Active,Horizontal,10510,2014,36.2427292,-107.5353546
30-039-31212,WPX Energy Production LLC,Active,Horizontal,11404,2014,36.237709,-107.5178757
30-039-31213,WPX Energy Production LLC,Active,Horizontal,10540,2014,36.2227058,-107.5356445
30-039-31217,WPX Energy Production LLC,Active,Horizontal,10337,2014,36.2381287,-107.5349655
30-039-31219,ENCANA Oil & Gas Inc,Active,Horizontal,10616,2014,36.2471657,-107.4118958
30-039-31221,ENCANA Oil & Gas Inc,Active,Horizontal,0,2014,36.249279,-107.4195099
30-039-31224,WPX Energy Production LLC,Active,Horizontal,13115,2014,36.2297935,-107.5187912
30-039-31225,WPX Energy Production LLC,Active,Horizontal,10879,2014,36.229805,-107.5187149
30-039-31226,WPX Energy Production LLC,Active,Horizontal,10838,2014,36.2293625,-107.589859
30-039-31227,WPX Energy Production LLC,Active,Horizontal,10813,2014,36.2294235,-107.589859
30-039-31235,WPX Energy Production LLC,Active,Horizontal,11540,2014,36.2188225,-107.5178375
30-039-31236,WPX Energy Production LLC,Active,Horizontal,10649,2014,36.2188835,-107.5178299
30-039-31237,WPX Energy Production LLC,Active,Horizontal,10937,2014,36.2189407,-107.5178299
30-039-31239,Huntington Energy LLC,Active,Horizontal,11297,2014,36.4146233,-107.4281082
30-039-31240,Huntington Energy LLC,Active,Horizontal,0,2014,36.394001,-107.44664
30-039-31244,WPX Energy Production LLC,Active,Horizontal,10931,2014,36.2229958,-107.5196609
30-039-31245,WPX Energy Production LLC,Active,Horizontal,10971,2014,36.2229843,-107.5195084
30-039-31246,WPX Energy Production LLC,Active,Horizontal,10007,2014,36.2360916,-107.5005798
30-039-31247,WPX Energy Production LLC,Active,Horizontal,10857,2014,36.236145,-107.500618
30-039-31250,WPX Energy Production LLC,Active,Horizontal,9667,2014,36.2377701,-107.5178757
30-039-31251,WPX Energy Production LLC,Active,Horizontal,10787,2014,36.2575684,-107.5168228
30-039-31252,WPX Energy Production LLC,Active,Horizontal,11488,2014,36.257534,-107.5167542
30-039-31254,WPX Energy Production LLC,Active,Horizontal,11612,2014,36.22855,-107.5001068
30-039-31255,WPX Energy Production LLC,Active,Horizontal,12113,2014,36.228672,-107.5000763
30-039-31256,WPX Energy Production LLC,Active,Horizontal,11274,2014,36.228611,-107.5000916
30-039-31261,WPX Energy Production LLC,Active,Horizontal,0,2014,36.2561798,-107.4647446
30-039-31262,WPX Energy Production LLC,Active,Horizontal,0,2014,36.2563133,-107.4646912
30-039-31263,WPX Energy Production LLC,Active,Horizontal,11194,2014,36.242466,-107.5007095
30-039-31267,WPX Energy Production LLC,Active,Horizontal,11028,2014,36.2424736,-107.5007858
30-039-31268,WPX Energy Production LLC,Active,Horizontal,11443,2014,36.2424583,-107.5006409
